"","Output","Chemical.name","InVivo.Model","InVitro.Model","InVivo","InVitro.p50","InVitro.p2.5","InVitro.p97.5","log10err.p50","log10err.p97.5","log10err.p2.5","pcterr"
"28","EC01","Citalopram","in vivo Linear","in vitro Donor 1392",0.0655075659253136,0.0392867976160569,0.356071865470315,0.00348686813869604,-0.222044832967809,-1.27385593841505,0.735246197262533,-40.027083801513
"29","EC01","Disopyramide","in vivo Linear","in vitro Donor 1392",0.299543196894472,0.628886320638551,2.45350709490007,0.0738934523751844,0.322112687662275,-0.607853502814918,0.913327857669211,109.948457237073
"30","EC01","Disopyramide","in vivo Hill","in vitro Donor 1392",0.306542069004582,0.628886320638551,2.45350709490007,0.0738934523751844,0.312082063832908,-0.617884126644285,0.903297233839843,105.154980091542
"31","EC01","Dofetilide","in vivo Hill","in vitro Donor 1392",0.00146447256614863,2.51103574337928e-05,0.02103018132095,NA,-1.76582834576005,NA,1.15716177667433,-98.2853651195509
"32","EC01","Moxifloxacin","in vivo Linear","in vitro Donor 1392",1.47982065944607,7.31077555052063,NA,1.80768940534331,0.693754364637071,0.0869147265644098,NA,394.031185728764
"33","EC01","N-acetylprocainamide","in vivo Linear","in vitro Donor 1392",5.25812608238042,5.40968818282213,22.7498793209602,1.10830894012675,0.0123412372143924,-0.676170159191923,0.636148101581346,2.88243564469828
"34","EC01","N-acetylprocainamide","in vivo Hill","in vitro Donor 1392",0.773946398154977,5.40968818282213,22.7498793209602,1.10830894012675,0.84446134944047,0.155949953034155,1.46826821380742,598.974527915417
"35","EC01","Quinidine","in vivo Linear","in vitro Donor 1392",0.0204669474982308,0.0469722747493556,0.396952912610547,0.00378764704344017,0.360788516970003,-0.732683573564123,1.28768591737934,129.503079310757
"36","EC01","Sematilide","in vivo Linear","in vitro Donor 1392",0.100794654775212,0.161449022192234,0.558814110743948,0.0214783127004516,0.204597917357974,-0.671437340785721,0.743829862329897,60.1761745722435
"37","EC01","Sematilide","in vivo Hill","in vitro Donor 1392",0.0653336817032976,0.161449022192234,0.558814110743948,0.0214783127004516,0.392898286705994,-0.483136971437701,0.932130231677917,147.114532631773
"38","EC01","Sotalol","in vivo Linear","in vitro Donor 1392",0.380512432121985,0.507912783072622,2.37330706516552,0.0579942648670067,0.125420292594115,-0.816983802925373,0.79498508146801,33.4812584808777
"39","EC01","Vernacalant","in vivo Hill","in vitro Donor 1392",1.72322956893908,7.25874418873874,29.2981382746882,0.818613484539687,0.624518353263032,-0.323264243841279,1.23049688626923,321.229087498055
"40","EC01","Cisapride","in vivo Linear","in vitro Donor 1258",0.00167266643026843,0.000919206327276071,0.00815006231330809,3.99796698764346e-05,-0.259996335761556,-1.62157013717683,0.687751588378042,-45.0454489525114
"41","EC01","Citalopram","in vivo Linear","in vitro Donor 1258",0.0655075659253136,0.0260361709673849,0.196683798899764,0.0028510338738694,-0.400714347896576,-1.36128908528002,0.477477125406496,-60.2547116510644
"42","EC01","Disopyramide","in vivo Linear","in vitro Donor 1258",0.299543196894472,0.171190265379562,NA,NA,-0.242980395338696,NA,NA,-42.8495565399632
"43","EC01","Disopyramide","in vivo Hill","in vitro Donor 1258",0.306542069004582,0.171190265379562,NA,NA,-0.253011019168063,NA,NA,-44.1543974908701
"44","EC01","Dofetilide","in vivo Hill","in vitro Donor 1258",0.00146447256614863,0.000118951837661772,NA,NA,-1.09031008474019,NA,NA,-91.8774963484226
"45","EC01","Moxifloxacin","in vivo Linear","in vitro Donor 1258",1.47982065944607,5.26309443117852,20.6056068545948,1.12712564653331,0.551032076143338,-0.118236754316472,1.14377632331551,255.657585774523
"46","EC01","N-acetylprocainamide","in vivo Linear","in vitro Donor 1258",5.25812608238042,2.43369010416973,9.91671682339387,0.344074552935542,-0.334565719471217,-1.18417844139981,0.275536916264387,-53.7156381182101
"47","EC01","N-acetylprocainamide","in vivo Hill","in vitro Donor 1258",0.773946398154977,2.43369010416973,9.91671682339387,0.344074552935542,0.497554392754861,-0.352058329173733,1.10765702849047,214.452022772048
"48","EC01","Quinidine","in vivo Linear","in vitro Donor 1258",0.0204669474982308,0.0772585545138795,0.247841478072184,0.0120396105692453,0.576893502841441,-0.230440635964652,1.08312091494573,277.479614488472
"49","EC01","Sematilide","in vivo Linear","in vitro Donor 1258",0.100794654775212,0.135399540728792,0.546360038984898,0.0175641309991894,0.128179689516882,-0.75881083416223,0.734041425623604,34.3320645631003
"50","EC01","Sematilide","in vivo Hill","in vitro Donor 1258",0.0653336817032976,0.135399540728792,0.546360038984898,0.0175641309991894,0.316480058864902,-0.570510464814211,0.922341794971624,107.243089932827
"51","EC01","Sotalol","in vivo Linear","in vitro Donor 1258",0.380512432121985,0.0517874848774617,0.34413262415702,NA,-0.866144031142898,NA,-0.0436430044558911,-86.3900675758053
"52","EC01","Vernacalant","in vivo Hill","in vitro Donor 1258",1.72322956893908,3.04462699846161,45.4818770214013,0.395595070405008,0.247190956111955,-0.639092266965467,1.42149524148158,76.6814505356975
"53","EC01","Cisapride","in vivo Linear","in vitro Donor 1083",0.00167266643026843,0.000867385895888781,0.00794873265436228,3.6910126002808e-05,-0.285196984846703,-1.65626381309886,0.676888549400001,-48.1435222114441
"54","EC01","Citalopram","in vivo Linear","in vitro Donor 1083",0.0655075659253136,0.0373222888042152,0.432099063227874,0.00075457400631927,-0.244323193411887,-1.93858962210504,0.819291862195568,-43.0259874916325
"55","EC01","Disopyramide","in vivo Linear","in vitro Donor 1083",0.299543196894472,0.22711285020086,1.14425080448564,0.000436332787342854,-0.120217752920826,-2.83664161212394,0.58206176592235,-24.1802676356989
"56","EC01","Disopyramide","in vivo Hill","in vitro Donor 1083",0.306542069004582,0.22711285020086,1.14425080448564,0.000436332787342854,-0.130248376750193,-2.84667223595331,0.572031142092983,-25.9113599192596
"57","EC01","Dofetilide","in vivo Hill","in vitro Donor 1083",0.00146447256614863,0.000122161625871887,NA,NA,-1.07874643629569,NA,NA,-91.6583192682703
"58","EC01","Moxifloxacin","in vivo Linear","in vitro Donor 1083",1.47982065944607,6.33701759821468,29.0279594923918,1.8227684994382,0.631675827068047,0.0905224285063794,1.29260742224923,328.228755813341
"59","EC01","N-acetylprocainamide","in vivo Linear","in vitro Donor 1083",5.25812608238042,3.82903724825864,18.7223371680765,0.67568224796718,-0.137741404543693,-0.891088486695615,0.551529066469888,-27.1786718639278
"60","EC01","N-acetylprocainamide","in vivo Hill","in vitro Donor 1083",0.773946398154977,3.82903724825864,18.7223371680765,0.67568224796718,0.694378707682385,-0.0589683744695373,1.38364917869597,394.741917190485
"61","EC01","Quinidine","in vivo Linear","in vitro Donor 1083",0.0204669474982308,0.0248723858026,0.19971953187339,0.00133523503093825,0.0846643700376259,-1.1854953576371,0.989367463918626,21.5246475066689
"62","EC01","Sematilide","in vivo Linear","in vitro Donor 1083",0.100794654775212,0.159101910335823,0.550085262262857,0.0265411286433561,0.198237892528709,-0.579518114723675,0.73699250788329,57.8475671062565
"63","EC01","Sematilide","in vivo Hill","in vitro Donor 1083",0.0653336817032976,0.159101910335823,0.550085262262857,0.0265411286433561,0.386538261876729,-0.391217745375655,0.92529287723131,143.522033640104
"64","EC01","Sotalol","in vivo Linear","in vitro Donor 1083",0.380512432121985,0.152242190802912,2.01203254018733,0.000843843054387595,-0.39783382570099,-2.65410717053498,0.723266149565469,-59.9902189912927
"65","EC01","Vernacalant","in vivo Hill","in vitro Donor 1083",1.72322956893908,1.69738784466059,22.883940692798,0.205222361525539,-0.00656205030697107,-0.924118457290994,1.12318767546742,-1.49961007774488
"66","EC01","Cisapride","in vivo Linear","in vitro Donor 1070",0.00167266643026843,0.000335815632200093,0.00469462151764454,2.87844843135309e-05,-0.69730843222205,-1.7642508875924,0.448191244130161,-79.9233352135727
"67","EC01","Citalopram","in vivo Linear","in vitro Donor 1070",0.0655075659253136,0.0681535793881676,0.634795910408456,0.00706167486486468,0.0171972070898634,-0.967383744776451,0.986342657620131,4.03924863560158
"68","EC01","Disopyramide","in vivo Linear","in vitro Donor 1070",0.299543196894472,0.718696628976763,2.87069722697474,0.230253112594453,0.380086147301877,-0.114253950752076,0.98152792926834,139.930880229591
"69","EC01","Disopyramide","in vivo Hill","in vitro Donor 1070",0.306542069004582,0.718696628976763,2.87069722697474,0.230253112594453,0.370055523472509,-0.124284574581443,0.971497305438973,134.452853831955
"70","EC01","Dofetilide","in vivo Hill","in vitro Donor 1070",0.00146447256614863,4.7470484717843e-05,0.0210335415435426,NA,-1.48925757419688,NA,1.15723116312107,-96.7585268706887
"71","EC01","Moxifloxacin","in vivo Linear","in vitro Donor 1070",1.47982065944607,7.35035237377549,46.8639005573973,2.07352250095418,0.696099073419269,0.146499666381954,1.5006293466733,396.705619485465
"72","EC01","N-acetylprocainamide","in vivo Linear","in vitro Donor 1070",5.25812608238042,5.39989830843621,38.527874483654,0.994169526269055,0.011554585552884,-0.723370548841377,0.864944054737973,2.69625002966107
"73","EC01","N-acetylprocainamide","in vivo Hill","in vitro Donor 1070",0.773946398154977,5.39989830843621,38.527874483654,0.994169526269055,0.843674697778962,0.108749563384701,1.69706416696405,597.709598663307
"74","EC01","Quinidine","in vivo Linear","in vitro Donor 1070",0.0204669474982308,0.0662697221380014,0.389678308177096,0.00853643768650764,0.510262074129569,-0.379776401060919,1.27965315552572,223.788987799621
"75","EC01","Sematilide","in vivo Linear","in vitro Donor 1070",0.100794654775212,0.191427468454433,0.524429845580481,0.0261126413686965,0.278566754302336,-0.586586697541296,0.71624989792973,89.918273822501
"76","EC01","Sematilide","in vivo Hill","in vitro Donor 1070",0.0653336817032976,0.191427468454433,0.524429845580481,0.0261126413686965,0.466867123650356,-0.398286328193276,0.90455026727775,192.999664895313
"77","EC01","Sotalol","in vivo Linear","in vitro Donor 1070",0.380512432121985,0.290152631948559,1.10272050014982,0.0196829843360667,-0.117742336265511,-1.28627790376949,0.462096597780222,-23.7468719929915
"78","EC01","Vernacalant","in vivo Hill","in vitro Donor 1070",1.72322956893908,3.38870674059596,16.1831814184545,0.335257436357462,0.293690848438789,-0.710964718355403,0.972720764643492,96.6485952699992
"79","EC05","Cisapride","in vivo Linear","in vitro Population Median",0.00836333291070035,0.00276979013789085,0.00875413101406353,0.000698060037766996,-0.479932520063525,-1.07848660822913,0.0198336573156941,-66.8817423930706
"80","EC05","Citalopram","in vivo Linear","in vitro Population Median",0.327537838043169,0.311862585072254,0.552876735946372,0.164584569945263,-0.0212982035845425,-0.298872361066974,0.227366837915581,-4.78578385464262
"81","EC05","Disopyramide","in vivo Linear","in vitro Population Median",1.49771598744384,1.45194844662893,3.32597911578855,0.370397802520675,-0.0134782692815974,-0.60676106425824,0.346490052193145,-3.05582241216705
"82","EC05","Disopyramide","in vivo Hill","in vitro Population Median",1.90223422392374,1.45194844662893,3.32597911578855,0.370397802520675,-0.11731279455829,-0.710595589534932,0.242655526916453,-23.6714160449711
"83","EC05","Dofetilide","in vivo Hill","in vitro Population Median",0.00266335582461182,0.000266406090720349,0.0175568295256587,NA,-0.999885042415096,NA,0.819016900115116,-89.9973526534264
"84","EC05","Moxifloxacin","in vivo Linear","in vitro Population Median",NA,12.3455792384891,32.3763181930548,8.65318810288104,NA,NA,NA,NA
"85","EC05","N-acetylprocainamide","in vivo Linear","in vitro Population Median",26.2906309360697,9.86279777534186,18.6822991376225,6.64481945462236,-0.425800880118145,-0.597317823363732,-0.148370687008956,-62.4855036787631
"86","EC05","N-acetylprocainamide","in vivo Hill","in vitro Population Median",4.3310934896375,9.86279777534186,18.6822991376225,6.64481945462236,0.357402570158722,0.185885626913135,0.634832763267911,127.720731472073
"87","EC05","Quinidine","in vivo Linear","in vitro Population Median",0.102334740317036,0.131778744861583,0.213906902776276,0.0778581399446126,0.109822274911883,-0.118719067768112,0.320201707638876,28.7722472870191
"88","EC05","Sematilide","in vivo Linear","in vitro Population Median",0.503973268740107,0.382944758045381,0.587056261012335,0.243344202861796,-0.119271372587701,-0.316186497035081,0.0662722225746618,-24.0148670974728
"89","EC05","Sematilide","in vivo Hill","in vitro Population Median",0.399366428680412,0.382944758045381,0.587056261012335,0.243344202861796,-0.0182354256035203,-0.2151505500509,0.167308169558843,-4.11193066209696
"90","EC05","Sotalol","in vivo Linear","in vitro Population Median",1.90256210870682,0.643173486517341,1.05179209293714,0.370353830390543,-0.471010709891387,-0.710722002409878,-0.257408941526659,-66.1943500517568
"91","EC05","Vernacalant","in vivo Hill","in vitro Population Median",NA,7.44109856814799,13.205384502979,4.03808363453704,NA,NA,NA,NA
"92","EC05","Cisapride","in vivo Linear","in vitro Standard Donor",0.00836333291070035,0.000530562922995995,0.00471135995266665,4.21420042664413e-05,-1.19764248747704,-2.29766419791451,-0.24923309860471,-93.6560827045737
"93","EC05","Citalopram","in vivo Linear","in vitro Standard Donor",0.327537838043169,0.109022219371764,0.598471300644169,0.0136710403471156,-0.477746459340779,-1.37945991305075,0.261781850812392,-66.7146183710858
"94","EC05","Disopyramide","in vivo Linear","in vitro Standard Donor",1.49771598744384,NA,NA,0.729231639031451,NA,-0.3125639626711,NA,NA
"95","EC05","Disopyramide","in vivo Hill","in vitro Standard Donor",1.90223422392374,NA,NA,0.729231639031451,NA,-0.416398487947792,NA,NA
"96","EC05","Dofetilide","in vivo Hill","in vitro Standard Donor",0.00266335582461182,7.91564966017851e-05,0.0138052631706612,NA,-1.52694262764174,NA,0.714615497936591,-97.0279413711714
"97","EC05","Moxifloxacin","in vivo Linear","in vitro Standard Donor",NA,10.1795178933493,22.2021425272557,5.52295615340873,NA,NA,NA,NA
"98","EC05","N-acetylprocainamide","in vivo Linear","in vitro Standard Donor",26.2906309360697,6.18732714391516,12.3877962836064,3.14074590467173,-0.628297929478377,-0.922768206499785,-0.326806953850707,-76.4656574467128
"99","EC05","N-acetylprocainamide","in vivo Hill","in vitro Standard Donor",4.3310934896375,6.18732714391516,12.3877962836064,3.14074590467173,0.15490552079849,-0.139564756222918,0.456396496426159,42.8583141582802
"100","EC05","Quinidine","in vivo Linear","in vitro Standard Donor",0.102334740317036,0.0508507281330357,0.118959062502181,0.0247653906835794,-0.30372591586434,-0.616177908307491,0.0653744410775252,-50.3094179205434
"101","EC05","Sematilide","in vivo Linear","in vitro Standard Donor",0.503973268740107,0.5009381062388,0.7197990819586,0.276588438511513,-0.00262343201017845,-0.260573479131679,0.154803786781285,-0.60224672409603
"102","EC05","Sematilide","in vivo Hill","in vitro Standard Donor",0.399366428680412,0.5009381062388,0.7197990819586,0.276588438511513,0.0984125149740023,-0.159537532147498,0.255839733765466,25.433203760767
"103","EC05","Sotalol","in vivo Linear","in vitro Standard Donor",1.90256210870682,0.786993768254928,1.42822066753591,0.333441604654289,-0.383367549670756,-0.756319055831407,-0.124543529733438,-58.6350550842278
"104","EC05","Vernacalant","in vivo Hill","in vitro Standard Donor",NA,0.141528178881992,2.14482457058668,0.00211929304145249,NA,NA,NA,NA
"105","EC05","Cisapride","in vivo Linear","in vitro Donor 1392",0.00836333291070035,0.00377273744931152,0.0195886712894732,0.000255913649361402,-0.345722801626653,-1.51428593469604,0.36962559390794,-54.8895459550039
"106","EC05","Citalopram","in vivo Linear","in vitro Donor 1392",0.327537838043169,0.311303219029236,1.20575574913433,0.0663804669081435,-0.0220778665554318,-0.693221175249077,0.565997863266811,-4.95656291527253
"107","EC05","Disopyramide","in vivo Linear","in vitro Donor 1392",1.49771598744384,3.16469003544421,8.50018504018011,0.119880464606893,0.324901713888777,-1.09668104829121,0.753998914242867,111.301078574009
"108","EC05","Disopyramide","in vivo Hill","in vitro Donor 1392",1.90223422392374,3.16469003544421,8.50018504018011,0.119880464606893,0.221067188612085,-1.2005155735679,0.650164388966174,66.3670012684556
"109","EC05","Dofetilide","in vivo Hill","in vitro Donor 1392",0.00266335582461182,0.000122342157169593,0.0295560051818549,NA,-1.33785305827695,NA,1.0452165419261,-95.4064659314749
"110","EC05","Moxifloxacin","in vivo Linear","in vitro Donor 1392",NA,48.5462957018663,NA,8.74558877232039,NA,NA,NA,NA
"111","EC05","N-acetylprocainamide","in vivo Linear","in vitro Donor 1392",26.2906309360697,16.257403860135,78.4359980356018,4.92676054857924,-0.208749814212046,-0.727239553534681,0.474714418318317,-38.1627474073645
"112","EC05","N-acetylprocainamide","in vivo Hill","in vitro Donor 1392",4.3310934896375,16.257403860135,78.4359980356018,4.92676054857924,0.574453636064821,0.0559638967421863,1.25791786859518,275.364879539825
"113","EC05","Quinidine","in vivo Linear","in vitro Donor 1392",0.102334740317036,0.316065947745514,NA,0.0322094490171733,0.489754616578761,-0.50203979610871,NA,208.854985869248
"114","EC05","Sematilide","in vivo Linear","in vitro Donor 1392",0.503973268740107,0.439867622212339,0.941942035797081,0.129065655121478,-0.0590855060374157,-0.591596811460764,0.27161667684344,-12.7200489597448
"115","EC05","Sematilide","in vivo Hill","in vitro Donor 1392",0.399366428680412,0.439867622212339,0.941942035797081,0.129065655121478,0.0419504409467651,-0.490560864476583,0.372652623827621,10.1413615725665
"116","EC05","Sotalol","in vivo Linear","in vitro Donor 1392",1.90256210870682,1.97116261917008,5.15981087729465,0.101558403022658,0.0153836115490267,-1.27262298002178,0.433294940591552,3.60569098634549
"117","EC05","Vernacalant","in vivo Hill","in vitro Donor 1392",NA,24.3619643838691,63.0829224882063,5.10671383059151,NA,NA,NA,NA
"118","EC05","Cisapride","in vivo Linear","in vitro Donor 1258",0.00836333291070035,0.00529734192311662,0.0216662920639943,0.000251003961745635,-0.198321378763806,-1.52269880838363,0.413405208538903,-36.6599180054281
"119","EC05","Citalopram","in vivo Linear","in vitro Donor 1258",0.327537838043169,0.213568037394578,0.765600706611381,0.0539227877230949,-0.185725221399644,-0.783489141633346,0.368740847520298,-34.7959189477126
"120","EC05","Disopyramide","in vivo Linear","in vitro Donor 1258",1.49771598744384,4.31018896602801,NA,0.149565621020683,0.459066845075037,-1.00059768713685,NA,187.784132783694
"121","EC05","Disopyramide","in vivo Hill","in vitro Donor 1258",1.90223422392374,4.31018896602801,NA,0.149565621020683,0.355232319798345,-1.10443221241355,NA,126.585607167627
"122","EC05","Dofetilide","in vivo Hill","in vitro Donor 1258",0.00266335582461182,0.000592208239674852,NA,NA,-0.652954746461586,NA,NA,-77.7645842811422
"123","EC05","Moxifloxacin","in vivo Linear","in vitro Donor 1258",NA,11.4517676224964,43.8910736959616,4.59503291408087,NA,NA,NA,NA
"124","EC05","N-acetylprocainamide","in vivo Linear","in vitro Donor 1258",26.2906309360697,7.08192957300963,28.3288774710339,1.72289930398909,-0.569649405096944,-1.18354111309747,0.032428357331965,-73.0629151113544
"125","EC05","N-acetylprocainamide","in vivo Hill","in vitro Donor 1258",4.3310934896375,7.08192957300963,28.3288774710339,1.72289930398909,0.213554045179923,-0.400337662820603,0.815631807608832,63.513662079882
"126","EC05","Quinidine","in vivo Linear","in vitro Donor 1258",0.102334740317036,0.219459738266022,0.524982600134725,0.0538594685377868,0.33133176506918,-0.278761028178451,0.710121817676129,114.452821775018
"127","EC05","Sematilide","in vivo Linear","in vitro Donor 1258",0.503973268740107,0.374117720736082,0.63367094633628,0.101255023527445,-0.129399221832576,-0.696990922720756,0.099456293650998,-25.7663562848588
"128","EC05","Sematilide","in vivo Hill","in vitro Donor 1258",0.399366428680412,0.374117720736082,0.63367094633628,0.101255023527445,-0.028363274848395,-0.595954975736575,0.200492240635179,-6.3221908831339
"129","EC05","Sotalol","in vivo Linear","in vitro Donor 1258",1.90256210870682,0.387388011385137,NA,0.104672152119969,-0.691192666771141,-1.25950768951327,NA,-79.6386141817758
"130","EC05","Vernacalant","in vivo Hill","in vitro Donor 1258",NA,9.69796735096208,NA,2.54122106363388,NA,NA,NA,NA
"131","EC05","Cisapride","in vivo Linear","in vitro Donor 1083",0.00836333291070035,0.00491836267480046,0.0210550861396878,0.000232818662860103,-0.230558834654462,-1.55536159401283,0.400977637879044,-41.1913560381205
"132","EC05","Citalopram","in vivo Linear","in vitro Donor 1083",0.327537838043169,0.390392497399493,NA,0.0317613717968744,0.0762399846809078,-1.01336222642447,NA,19.1900452576228
"133","EC05","Disopyramide","in vivo Linear","in vitro Donor 1083",1.49771598744384,1.25719967344166,4.82168642267288,0.0052463528128967,-0.0760252061758121,-2.45557197253124,0.507769496999587,-16.058873379103
"134","EC05","Disopyramide","in vivo Hill","in vitro Donor 1083",1.90223422392374,1.25719967344166,4.82168642267288,0.0052463528128967,-0.179859731452505,-2.55940649780793,0.403934971722895,-33.9093126582263
"135","EC05","Dofetilide","in vivo Hill","in vitro Donor 1083",0.00266335582461182,0.000608449603057141,NA,NA,-0.641204579989386,NA,NA,-77.1547760372642
"136","EC05","Moxifloxacin","in vivo Linear","in vitro Donor 1083",NA,14.3770853493277,82.5490025510919,6.5674901954204,NA,NA,NA,NA
"137","EC05","N-acetylprocainamide","in vivo Linear","in vitro Donor 1083",26.2906309360697,11.2024224848569,53.4125686749808,3.32859139799631,-0.370489061157992,-0.897540522144143,0.307842455564327,-57.3900584124529
"138","EC05","N-acetylprocainamide","in vivo Hill","in vitro Donor 1083",4.3310934896375,11.2024224848569,53.4125686749808,3.32859139799631,0.412714389118875,-0.114337071867276,1.09104590584119,158.651135369385
"139","EC05","Quinidine","in vivo Linear","in vitro Donor 1083",0.102334740317036,0.0866388780701504,0.516389105679729,0.010239069015382,-0.0723102720839814,-0.99976262151773,0.702953979487688,-15.3377652576824
"140","EC05","Sematilide","in vivo Linear","in vitro Donor 1083",0.503973268740107,0.41508358206136,0.646809460498484,0.135613866213177,-0.0842719457064602,-0.570103404194393,0.108368861817756,-17.6377780712386
"141","EC05","Sematilide","in vivo Hill","in vitro Donor 1083",0.399366428680412,0.41508358206136,0.646809460498484,0.135613866213177,0.0167640012777205,-0.469067457210212,0.209404808801937,3.93552192979272
"142","EC05","Sotalol","in vivo Linear","in vitro Donor 1083",1.90256210870682,0.674370657226823,5.13192921451445,0.0114115443277062,-0.450440177827006,-2.22199442152093,0.430941814335411,-64.5546048593811
"143","EC05","Vernacalant","in vivo Hill","in vitro Donor 1083",NA,5.47862844898378,64.4952739042214,1.6419144834966,NA,NA,NA,NA
"144","EC05","Cisapride","in vivo Linear","in vitro Donor 1070",0.00836333291070035,0.00206101276806113,0.0164780014472011,0.000232170895240898,-0.608298702388093,-1.55657160864503,0.294525152015836,-75.3565619105728
